Time [s], Acceleration [mg]
1.312,-108.254
1.313,-93.0548
1.314,-84.7697
1.315,-82.7789
1.316,-82.5405
1.317,-76.1986
1.318,-61.4762
1.319,-48.1844
1.32,-34.1773
1.321,-22.4948
1.322,-14.329
1.323,-10.9315
1.324,-8.41618
1.325,-11.2772
1.326,-22.006
1.327,-0.369549
1.328,45.9552
1.329,83.9234
1.33,82.8147
1.331,64.4684
1.332,45.7048
1.333,41.8544
1.334,50.2944
1.335,75.4833
1.336,107.61
1.337,142.133
1.338,156.271
1.339,146.711
1.34,128.841
1.341,111.401
1.342,113.642
1.343,133.61
1.344,167.37
1.345,193.357
1.346,202.239
1.347,196.23
1.348,178.385
1.349,163.615
1.35,158.596
1.351,165.534
1.352,188.625
1.353,209.57
1.354,223.565
1.355,218.022
1.356,198.936
1.357,177.312
1.358,166.345
1.359,171.018
1.36,182.295
1.361,196.838
1.362,204.873
1.363,203.514
1.364,184.989
1.365,159.907
1.366,141.072
1.367,139.821
1.368,150.502
1.369,163.162
1.37,167.215
1.371,159.693
1.372,144.696
1.373,122.917
1.374,108.266
1.375,99.9332
1.376,101.995
1.377,108.182
1.378,111.163
1.379,109.172
1.38,93.7224
1.381,67.8539
1.382,46.0982
1.383,34.1177
1.384,32.1507
1.385,34.678
1.386,35.7151
1.387,31.2924
1.388,18.6563
1.389,4.27961
1.39,5.91278
1.391,-52.5236
1.392,-47.7672
1.393,-40.8292
1.394,-62.263
1.395,-83.0531
1.396,-86.391
1.397,-55.9568
1.398,-48.089
1.399,-74.0409
1.4,-119.889
1.401,-147.653
1.402,-141.561
1.403,-124.466
1.404,-120.711
1.405,-133.86
1.406,-139.403
1.407,-139.511
1.408,-149.429
1.409,-179.672
1.41,-202.584
1.411,-198.531
1.412,-169.313
1.413,-153.947
1.414,-172.758
1.415,-196.981
1.416,-211.334
1.417,-216.043
1.418,-212.097
1.419,-214.291
1.42,-217.271
1.421,-215.709
1.422,-202.048
1.423,-198.185
1.424,-222.6
1.425,-245.011
1.426,-238.454
1.427,-211
1.428,-198.662
1.429,-204.42
1.43,-205.588
1.431,-196.23
1.432,-195.158
1.433,-200.939
1.434,-202.012
1.435,-188.148
1.436,-168.943
1.437,-152.409
1.438,-146.675
1.439,-155.675
1.44,-155.377
1.441,-147.557
1.442,-134.349
1.443,-125.659
1.444,-117.755
1.445,-104.117
1.446,-89.6692
1.447,-82.8385
1.448,-84.2691
1.449,-85.4969
1.45,-80.5855
1.451,-64.6234
1.452,-48.7804
1.453,-34.7614
1.454,-23.9611
1.455,-16.3317
1.456,-12.362
1.457,-10.097
1.458,-10.8838
1.459,-13.8283
1.46,-14.3051
1.461,33.021
1.462,69.9878
1.463,90.4679
1.464,71.9905
1.465,53.4535
1.466,43.5352
1.467,44.7035
1.468,63.622
1.469,95.1171
1.47,128.889
1.471,149.381
1.472,147.593
1.473,131.273
1.474,112.224
1.475,102.222
1.476,114.799
1.477,146.401
1.478,177.157
1.479,193.703
1.48,188.887
1.481,175.19
1.482,155.449
1.483,147.951
1.484,150.657
1.485,167.704
1.486,190.437
1.487,207.031
1.488,212.216
1.489,195.789
1.49,172.854
1.491,157.607
1.492,159.431
1.493,171.971
1.494,186.658
1.495,196.397
1.496,200.164
1.497,187.516
1.498,164.878
1.499,144.053
1.5,134.993
1.501,143.647
1.502,156.331
1.503,165.093
1.504,161.6
1.505,146.27
1.506,126.159
1.507,108.302
1.508,98.4073
1.509,95.8324
1.51,99.8139
1.511,104.618
1.512,105.274
1.513,94.5926
1.514,70.8223
1.515,45.1803
1.516,30.5772
1.517,26.6075
1.518,29.6474
1.519,32.27
1.52,29.5877
1.521,20.9451
1.522,5.96047
1.523,9.2864
1.524,-30.1242
1.525,-52.2137
1.526,-40.0305
1.527,-41.1511
1.528,-72.67
1.529,-85.2704
1.53,-65.0525
1.531,-41.4252
1.532,-51.3554
1.533,-92.8641
1.534,-131.774
1.535,-140.762
1.536,-122.356
1.537,-114.679
1.538,-120.235
1.539,-134.039
1.54,-134.635
1.541,-136.137
1.542,-159.705
1.543,-187.6
1.544,-200.558
1.545,-180.65
1.546,-153.327
1.547,-159.419
1.548,-185.823
1.549,-205.267
1.55,-211.287
1.551,-209.606
1.552,-205.791
1.553,-212.24
1.554,-213.981
1.555,-203.276
1.556,-191.247
1.557,-202.465
1.558,-229.621
1.559,-237.31
1.56,-211.68
1.561,-191.379
1.562,-191.128
1.563,-197.589
1.564,-191.939
1.565,-183.272
1.566,-186.36
1.567,-191.7
1.568,-185.99
1.569,-168.955
1.57,-151.587
1.571,-139.475
1.572,-146.425
1.573,-151.908
1.574,-147.402
1.575,-135.767
1.576,-125.444
1.577,-121.57
1.578,-111.973
1.579,-98.896
1.58,-87.297
1.581,-85.9141
1.582,-87.3327
1.583,-86.7486
1.584,-75.5549
1.585,-59.5093
1.586,-45.8241
1.587,-33.9866
1.588,-25.1651
1.589,-18.4894
1.59,-13.3872
1.591,-11.8732
1.592,-12.4574
1.593,-15.4495
1.594,2.00272
1.595,48.7924
1.596,83.375
1.597,82.7551
1.598,61.7266
1.599,45.8717
1.6,42.7485
1.601,50.9262
1.602,74.8634
1.603,105.798
1.604,133.848
1.605,143.266
1.606,134.826
1.607,116.766
1.608,97.4178
1.609,96.0708
1.61,117.743
1.611,151.098
1.612,173.438
1.613,177.395
1.614,166.822
1.615,149.226
1.616,136.971
1.617,134.17
1.618,142.705
1.619,164.151
1.62,183.177
1.621,196.266
1.622,190.365
1.623,170.231
1.624,150.561
1.625,145.34
1.626,155.83
1.627,168.502
1.628,179.923
1.629,187.111
1.63,186.384
1.631,169.206
1.632,147.39
1.633,130.248
1.634,132.048
1.635,144.732
1.636,157.666
1.637,160.003
1.638,148.07
1.639,130.558
1.64,110.769
1.641,100.589
1.642,94.0085
1.643,94.3303
1.644,98.7172
1.645,100.803
1.646,96.4761
1.647,77.6649
1.648,51.7845
1.649,32.7587
1.65,25.3201
1.651,26.7267
1.652,29.3613
1.653,28.0142
1.654,22.1014
1.655,11.4679
1.656,-0.0119209
1.657,4.76837
1.658,-49.9487
1.659,-44.7512
1.66,-31.1255
1.661,-47.1354
1.662,-71.8594
1.663,-81.2769
1.664,-52.0349
1.665,-37.9801
1.666,-56.3264
1.667,-98.9676
1.668,-127.912
1.669,-123.596
1.67,-107.479
1.671,-104.201
1.672,-119.615
1.673,-127.363
1.674,-125.539
1.675,-129.461
1.676,-156.331
1.677,-181.592
1.678,-184.906
1.679,-159.097
1.68,-141.692
1.681,-158.751
1.682,-182.688
1.683,-196.54
1.684,-198.46
1.685,-194.156
1.686,-197.065
1.687,-204.313
1.688,-204.587
1.689,-189.686
1.69,-180.674
1.691,-200.009
1.692,-221.491
1.693,-216.365
1.694,-189.436
1.695,-177.944
1.696,-183.904
1.697,-186.145
1.698,-174.63
1.699,-168.312
1.7,-172.317
1.701,-176.203
1.702,-166.488
1.703,-149.989
1.704,-135.577
1.705,-129.914
1.706,-139.046
1.707,-138.688
1.708,-131.917
1.709,-120.318
1.71,-114.012
1.711,-110.543
1.712,-101.769
1.713,-88.7633
1.714,-79.8106
1.715,-79.9775
1.716,-81.0504
1.717,-77.7245
1.718,-64.2419
1.719,-50.3063
1.72,-39.053
1.721,-29.1586
1.722,-20.3967
1.723,-14.0786
1.724,-9.57251
1.725,-10.3474
1.726,-14.7939
1.727,-13.5422
1.728,24.9267
1.729,66.8764
1.73,84.9724
1.731,65.9227
1.732,48.7208
1.733,41.461
1.734,44.9419
1.735,61.2021
1.736,86.7009
1.737,116.611
1.738,135.684
1.739,134.385
1.74,117.958
1.741,99.0629
1.742,88.7513
1.743,100.172
1.744,129.116
1.745,155.187
1.746,166.822
1.747,161.159
1.748,147.533
1.749,130.749
1.75,124.323
1.751,125.253
1.752,143.158
1.753,164.723
1.754,179.04
1.755,181.973
1.756,164.688
1.757,145.09
1.758,134.051
1.759,138.986
1.76,152.588
1.761,165.379
1.762,173.485
1.763,176.632
1.764,164.628
1.765,143.743
1.766,125.42
1.767,121.033
1.768,132.358
1.769,144.339
1.77,150.609
1.771,143.492
1.772,127.971
1.773,108.337
1.774,94.4734
1.775,87.9645
1.776,86.7248
1.777,90.7421
1.778,93.1263
1.779,90.4322
1.78,78.2132
1.781,55.0866
1.782,32.2819
1.783,21.9822
1.784,20.9332
1.785,24.6644
1.786,25.6777
1.787,20.7782
1.788,11.5275
1.789,-0.429154
1.79,6.07967
1.791,-41.3895
1.792,-48.244
1.793,-33.5336
1.794,-37.2529
1.795,-66.7334
1.796,-81.7895
1.797,-57.8284
1.798,-35.3098
1.799,-42.9988
1.8,-80.6332
1.801,-116.897
1.802,-120.616
1.803,-103.784
1.804,-98.0854
1.805,-109.541
1.806,-121.439
1.807,-119.209
1.808,-117.493
1.809,-139.785
1.81,-167.894
1.811,-180.185
1.812,-162.673
1.813,-138.08
1.814,-145.435
1.815,-171.018
1.816,-187.647
1.817,-191.534
1.818,-187.933
1.819,-187.683
1.82,-196.552
1.821,-199.461
1.822,-186.002
1.823,-172.973
1.824,-184.25
1.825,-209.618
1.826,-215.113
1.827,-189.102
1.828,-171.769
1.829,-173.962
1.83,-180.34
1.831,-171.995
1.832,-160.742
1.833,-163.269
1.834,-169.182
1.835,-164.175
1.836,-149.333
1.837,-133.765
1.838,-123.477
1.839,-130.928
1.84,-134.718
1.841,-129.414
1.842,-118.744
1.843,-111.091
1.844,-109.923
1.845,-102.425
1.846,-90.0865
1.847,-80.7166
1.848,-80.1921
1.849,-81.861
1.85,-81.2292
1.851,-70.7388
1.852,-56.231
1.853,-45.0134
1.854,-34.2965
1.855,-26.238
1.856,-19.145
1.857,-12.7435
1.858,-12.1117
1.859,-12.4455
1.86,-12.6362
1.861,-0.405312
1.862,40.1735
1.863,77.498
1.864,80.2875
1.865,58.6629
1.866,44.1909
1.867,39.1007
1.868,47.3738
1.869,69.2725
1.87,96.6311
1.871,120.914
1.872,130.963
1.873,126.612
1.874,110.495
1.875,89.8838
1.876,84.0545
1.877,104.094
1.878,135.744
1.879,156.724
1.88,159.919
1.881,148.678
1.882,133.133
1.883,121.582
1.884,118.959
1.885,124.669
1.886,143.242
1.887,161.517
1.888,174.773
1.889,170.338
1.89,149.93
1.891,131.631
1.892,128.77
1.893,140.321
1.894,152.409
1.895,161.254
1.896,167.882
1.897,168.741
1.898,154.519
1.899,134.456
1.9,118.732
1.901,120.056
1.902,133.133
1.903,145.233
1.904,146.365
1.905,133.979
1.906,116.408
1.907,99.5278
1.908,90.6944
1.909,84.3048
1.91,82.6478
1.911,86.4983
1.912,88.2626
1.913,84.436
1.914,66.1969
1.915,40.865
1.916,23.365
1.917,18.8231
1.918,20.3371
1.919,22.2802
1.92,20.2894
1.921,15.3661
1.922,6.97374
1.923,3.44515
1.924,-4.07696
1.925,-52.4044
1.926,-42.9869
1.927,-23.2458
1.928,-43.8809
1.929,-67.2579
1.93,-74.4701
1.931,-43.6783
1.932,-26.3453
1.933,-46.1578
1.934,-88.9659
1.935,-115.24
1.936,-107.288
1.937,-91.2428
1.938,-89.3116
1.939,-108.719
1.94,-114.274
1.941,-108.671
1.942,-112.355
1.943,-139.201
1.944,-167.37
1.945,-169.003
1.946,-143.23
1.947,-127.876
1.948,-146.139
1.949,-171.304
1.95,-183.415
1.951,-182.831
1.952,-176.74
1.953,-183.725
1.954,-191.462
1.955,-190.139
1.956,-172.281
1.957,-163.925
1.958,-185.025
1.959,-205.696
1.96,-197.279
1.961,-170.338
1.962,-159.943
1.963,-168.288
1.964,-170.577
1.965,-156.939
1.966,-150.192
1.967,-154.984
1.968,-159.86
1.969,-151.801
1.97,-136.03
1.971,-121.176
1.972,-117.135
1.973,-127.125
1.974,-127.506
1.975,-120.723
1.976,-110.066
1.977,-105.906
1.978,-104.535
1.979,-96.2615
1.98,-83.2319
1.981,-76.6754
1.982,-78.0821
1.983,-80.2517
1.984,-77.4503
1.985,-65.2433
1.986,-52.5951
1.987,-42.7008
1.988,-34.0939
1.989,-26.9294
1.99,-19.3238
1.991,-14.329
1.992,-14.1978
1.993,-14.8654
1.994,-10.7884
1.995,-0.64373
1.996,33.6766
1.997,74.0647
1.998,77.9033
1.999,55.48
2,40.2808
2.001,35.5959
2.002,46.742
2.003,68.605
2.004,93.0429
2.005,112.903
2.006,121.164
2.007,120.115
2.008,103.927
2.009,81.5153
2.01,75.388
2.011,95.439
2.012,127.912
2.013,146.627
2.014,146.222
2.015,133.288
2.016,118.542
2.017,111.02
2.018,108.755
2.019,113.726
2.02,130.904
2.021,149.381
2.022,162.423
2.023,157.082
2.024,135.672
2.025,119.364
2.026,119.329
2.027,133.026
2.028,144.672
2.029,149.572
2.03,154.71
2.031,155.878
2.032,143.552
2.033,124.013
2.034,108.492
2.035,111.067
2.036,125.909
2.037,137.544
2.038,135.529
2.039,120.628
2.04,103.927
2.041,89.6931
2.042,83.6492
2.043,77.4145
2.044,74.8396
2.045,77.8079
2.046,80.2517
2.047,75.0184
2.048,56.0165
2.049,30.7918
2.05,16.1886
2.051,14.329
2.052,16.6416
2.053,16.8085
2.054,12.8746
2.055,8.53539
2.056,3.60012
2.057,11.1818
2.058,-30.0169
2.059,-49.4719
2.06,-34.7495
2.061,-21.8749
2.062,-53.5965
2.063,-75.3522
2.064,-60.5702
2.065,-30.7918
2.066,-23.3293
2.067,-56.0522
2.068,-100.005
2.069,-113.475
2.07,-95.5939
2.071,-80.6332
2.072,-87.7738
2.073,-106.18
2.074,-105.31
2.075,-98.2523
2.076,-113.75
2.077,-145.233
2.078,-167.775
2.079,-155.282
2.08,-125.194
2.081,-121.26
2.082,-147.069
2.083,-168.717
2.084,-175.166
2.085,-171.816
2.086,-168.002
2.087,-178.659
2.088,-183.415
2.089,-173.128
2.09,-154.269
2.091,-158.811
2.092,-186.884
2.093,-199.676
2.094,-176.144
2.095,-151.908
2.096,-149.31
2.097,-159.287
2.098,-155.377
2.099,-140.297
2.1,-139.117
2.101,-146.365
2.102,-147.414
2.103,-134.707
2.104,-117.815
2.105,-104.487
2.106,-109.72
2.107,-119.317
2.108,-118.148
2.109,-108.457
2.11,-99.0391
2.111,-99.0391
2.112,-95.892
2.113,-85.3658
2.114,-74.3032
2.115,-73.1826
2.116,-77.343
2.117,-78.3324
2.118,-70.6911
2.119,-56.2668
2.12,-44.9658
2.121,-36.1323
2.122,-29.3851
2.123,-21.8391
2.124,-14.2932
2.125,-12.5408
2.126,-13.7806
2.127,-12.3262
2.128,-5.91278
2.129,13.5899
2.13,54.6217
2.131,79.3815
2.132,66.0658
2.133,45.073
2.134,34.3084
2.135,37.3483
2.136,53.7872
2.137,79.0119
2.138,100.589
2.139,114.751
2.14,117.815
2.141,109.124
2.142,88.8825
2.143,69.8805
2.144,77.3788
2.145,105.655
2.146,133.252
2.147,141.203
2.148,133.276
2.149,117.779
2.15,104.988
2.151,101.364
2.152,102.174
2.153,113.344
2.154,132.477
2.155,148.273
2.156,153.613
2.157,138.152
2.158,116.313
2.159,108.373
2.16,118.566
2.161,133.932
2.162,143.063
2.163,146.663
2.164,150.085
2.165,144.875
2.166,128.15
2.167,110.817
2.168,103.378
2.169,114.536
2.17,129.497
2.171,135.219
2.172,125.432
2.173,108.027
2.174,91.5408
2.175,82.2306
2.176,77.939
2.177,72.7892
2.178,73.7071
2.179,76.7708
2.18,75.8648
2.181,63.7651
2.182,39.8398
2.183,18.9304
2.184,12.8746
2.185,15.1038
2.186,17.2019
2.187,15.8429
2.188,10.3474
2.189,4.70877
2.19,0.965595
2.191,5.81741
2.192,-43.1538
2.193,-44.6916
2.194,-23.9015
2.195,-22.8882
2.196,-54.1806
2.197,-76.0555
2.198,-53.1077
2.199,-25.4154
2.2,-25.7134
2.201,-60.6418
2.202,-98.9437
2.203,-101.256
2.204,-83.2915
2.205,-75.9721
2.206,-91.5766
2.207,-106.347
2.208,-101.578
2.209,-93.8416
2.21,-112.546
2.211,-144.231
2.212,-161.111
2.213,-145.161
2.214,-119.412
2.215,-124.764
2.216,-151.3
2.217,-166.976
2.218,-167.954
2.219,-161.028
2.22,-162.959
2.221,-175.536
2.222,-180.28
2.223,-164.819
2.224,-147.557
2.225,-157.046
2.226,-182.498
2.227,-187.445
2.228,-161.755
2.229,-144.315
2.23,-148.201
2.231,-156.271
2.232,-147.808
2.233,-131.989
2.234,-132.263
2.235,-139.558
2.236,-138.831
2.237,-127.256
2.238,-111.341
2.239,-101.995
2.24,-110.114
2.241,-116.158
2.242,-111.067
2.243,-100.565
2.244,-94.7476
2.245,-97.2986
2.246,-94.6522
2.247,-83.9949
2.248,-72.968
2.249,-72.1336
2.25,-76.1151
2.251,-76.3416
2.252,-68.152
2.253,-55.0628
2.254,-46.2055
2.255,-38.8384
2.256,-31.4713
2.257,-22.6975
2.258,-13.6256
2.259,-12.8746
2.26,-13.5303
2.261,-11.301
2.262,-3.57628
2.263,7.689
2.264,44.6796
2.265,75.9482
2.266,68.3427
2.267,46.3128
2.268,34.0343
2.269,35.7628
2.27,52.1183
2.271,75.8886
2.272,92.8283
2.273,105.357
2.274,111.341
2.275,106.668
2.276,86.4864
2.277,66.5307
2.278,68.5573
2.279,95.8324
2.28,124.455
2.281,133.264
2.282,125.647
2.283,110.471
2.284,100.541
2.285,97.0841
2.286,96.6668
2.287,103.474
2.288,120.699
2.289,138.235
2.29,144.887
2.291,131.857
2.292,110.531
2.293,102.937
2.294,112.486
2.295,126.982
2.296,134.206
2.297,136.399
2.298,140.786
2.299,139.725
2.3,125.11
2.301,106.668
2.302,97.0721
2.303,106.454
2.304,122.988
2.305,128.686
2.306,117.85
2.307,101.209
2.308,87.1539
2.309,78.7616
2.31,73.9694
2.311,67.1506
2.312,66.4115
2.313,70.0951
2.314,70.5481
2.315,58.8298
2.316,36.4065
2.317,16.9754
2.318,10.8361
2.319,13.7329
2.32,14.782
2.321,12.6243
2.322,8.05855
2.323,5.14984
2.324,4.76837
2.325,8.04663
2.326,-41.616
2.327,-42.975
2.328,-20.6828
2.329,-16.284
2.33,-48.3751
2.331,-71.8117
2.332,-49.8056
2.333,-20.9332
2.334,-17.4642
2.335,-52.1898
2.336,-92.0534
2.337,-95.3317
2.338,-76.2105
2.339,-66.6738
2.34,-83.5896
2.341,-99.504
2.342,-93.6389
2.343,-84.0426
2.344,-101.686
2.345,-134.861
2.346,-154.424
2.347,-138.164
2.348,-111.616
2.349,-115.299
2.35,-141.954
2.351,-158.477
2.352,-158.703
2.353,-151.134
2.354,-153.255
2.355,-166.106
2.356,-171.435
2.357,-155.211
2.358,-136.507
2.359,-144.804
2.36,-170.171
2.361,-175.56
2.362,-149.703
2.363,-131.857
2.364,-135.613
2.365,-144.541
2.366,-136.602
2.367,-119.46
2.368,-118.721
2.369,-128.376
2.37,-129.747
2.371,-118.661
2.372,-103.533
2.373,-94.0561
2.374,-102.127
2.375,-109.005
2.376,-105.023
2.377,-94.8668
2.378,-89.9553
2.379,-93.7581
2.38,-92.0534
2.381,-80.8597
2.382,-69.9759
2.383,-69.4156
2.384,-73.8144
2.385,-74.1363
2.386,-65.6009
2.387,-52.8574
2.388,-44.2863
2.389,-37.7774
2.39,-30.458
2.391,-21.0166
2.392,-12.0163
2.393,-11.1222
2.394,-12.8627
2.395,-10.1447
2.396,-0.584126
2.397,8.01087
2.398,39.1007
2.399,74.7323
2.4,70.262
2.401,46.9446
2.402,32.8064
2.403,32.0196
2.404,48.3871
2.405,69.9401
2.406,86.8201
2.407,98.2046
2.408,103.414
2.409,100.577
2.41,81.3484
2.411,60.3199
2.412,59.8073
2.413,85.2943
2.414,113.392
2.415,122.702
2.416,114.703
2.417,99.7067
2.418,89.252
2.419,86.4148
2.42,86.6413
2.421,92.6018
2.422,109.279
2.423,126.946
2.424,134.516
2.425,122.893
2.426,101.256
2.427,92.7329
2.428,102.544
2.429,118.411
2.43,126.433
2.431,127.816
2.432,131.393
2.433,130.999
2.434,118.291
2.435,100.303
2.436,89.8481
2.437,98.4311
2.438,115.335
2.439,121.093
2.44,110.09
2.441,93.2455
2.442,78.8212
2.443,71.3229
2.444,67.3175
2.445,60.4153
2.446,58.5198
2.447,61.4286
2.448,61.4643
2.449,51.1289
2.45,29.1348
2.451,9.84669
2.452,4.3273
2.453,7.95126
2.454,9.83477
2.455,7.92742
2.456,2.75374
2.457,0.727177
2.458,11.3726
2.459,-11.9925
2.46,-46.5274
2.461,-35.727
2.462,-10.9553
2.463,-32.3296
2.464,-59.3901
2.465,-65.6843
2.466,-33.6051
2.467,-8.58307
2.468,-22.5902
2.469,-64.5638
2.47,-95.7251
2.471,-87.452
2.472,-67.5798
2.473,-66.1016
2.474,-88.6321
2.475,-93.6151
2.476,-81.9564
2.477,-83.1962
2.478,-109.684
2.479,-144.017
2.48,-146.413
2.481,-119.65
2.482,-101.459
2.483,-115.132
2.484,-142.598
2.485,-153.363
2.486,-151.086
2.487,-144.732
2.488,-153.601
2.489,-163.424
2.49,-158.715
2.491,-136.411
2.492,-126.636
2.493,-149.548
2.494,-172.198
2.495,-162.447
2.496,-133.252
2.497,-123.501
2.498,-134.146
2.499,-137.067
2.5,-121.51
2.501,-112.271
2.502,-118.184
2.503,-125.718
2.504,-120.986
2.505,-106.311
2.506,-91.5408
2.507,-88.4891
2.508,-99.7067
2.509,-105.429
2.51,-98.6338
2.511,-88.5129
2.512,-87.595
2.513,-90.8256
2.514,-84.1141
2.515,-71.609
2.516,-66.4711
2.517,-71.7759
2.518,-76.0079
2.519,-72.217
2.52,-60.916
2.521,-49.4838
2.522,-41.7352
2.523,-35.5005
2.524,-28.2764
2.525,-18.9304
2.526,-12.8746
2.527,-14.8416
2.528,-14.317
2.529,-6.59227
2.53,6.24657
2.531,11.0626
2.532,38.0993
2.533,72.2766
2.534,69.4275
2.535,44.8585
2.536,29.099
2.537,31.2567
2.538,52.2018
2.539,73.4806
2.54,85.0201
2.541,91.8985
2.542,97.7039
2.543,94.5926
2.544,75.7575
2.545,56.243
2.546,56.8152
2.547,82.8982
2.548,109.565
2.549,115.967
2.55,105.858
2.551,89.097
2.552,81.5749
2.553,82.7432
2.554,83.077
2.555,87.9645
2.556,104.058
2.557,121.248
2.558,127.065
2.559,113.618
2.56,93.782
2.561,89.8481
2.562,101.9
2.563,117.707
2.564,123.537
2.565,122.917
2.566,125.349
2.567,126.183
2.568,114.954
2.569,97.8828
2.57,88.4414
2.571,98.7649
2.572,115.871
2.573,119.257
2.574,105.226
2.575,87.9884
2.576,76.8304
2.577,71.5137
2.578,67.1387
2.579,58.9132
2.58,57.9357
2.581,61.2736
2.582,59.7954
2.583,47.2188
2.584,25.6062
2.585,8.61883
2.586,6.62804
2.587,9.82285
2.588,10.1447
2.589,6.18696
2.59,2.0504
2.591,1.10865
2.592,9.1672
2.593,-3.99351
2.594,-45.9075
2.595,-35.9178
2.596,-7.20024
2.597,-16.4509
2.598,-48.1725
2.599,-65.0048
2.6,-36.9906
2.601,-7.236
2.602,-11.2772
2.603,-49.448
2.604,-84.281
2.605,-80.657
2.606,-61.965
2.607,-58.3887
2.608,-81.3723
2.609,-91.1594
2.61,-79.2861
2.611,-71.5375
2.612,-94.235
2.613,-130.522
2.614,-142.956
2.615,-121.689
2.616,-99.9332
2.617,-109.506
2.618,-136.53
2.619,-147.39
2.62,-143.981
2.621,-136.614
2.622,-145.09
2.623,-158.167
2.624,-158.381
2.625,-136.995
2.626,-120.962
2.627,0
2.628,0
2.629,0
2.63,0
2.631,0
